nombre,cantidad,anio
Noemi Leticia,1,1926
Elcira Ilda,1,1926
Diana Nancy,1,1926
Hugo Evaristo,1,1926
Nelson Carlos,1,1926
Petrona Donata,1,1926
Emilia Victoria,1,1926
Julia Argentina,1,1926
Elisa Ide,1,1926
Raúl Augusto,1,1926
Eleuteria Berta,1,1926
Zelmira Delia,1,1926
Haydee Teresa,1,1926
Ethel Emilia,1,1926
Noemi Haydee,1,1926
Blanca Etelvina,1,1926
Frank Yamen,1,1926
Mercedes Ysabel,1,1926
Hipolito Isidoro,1,1926
Cipriana Carmen,1,1926
Jose Ramon Cesar,1,1926
Serviliano Luis,1,1926
Lila Cristobalina,1,1926
Gerardo Omar,1,1926
Segunda Martina,1,1926
Cleofa,1,1926
Franclin Manuel,1,1926
Benito Segundo,1,1926
Sebastian Dionisio,1,1926
Beatriz Edelmira,1,1926
Ernestina Escolastica,1,1926
Jubercinda Alejandra,1,1926
Adolfo Jose,1,1926
Olga Estela,1,1926
Rita Liria,1,1926
Nelida Inocencia,1,1926
Elba Ester,1,1926
Gladys Noemi Angela,1,1926
Carmen Nieves,1,1926
Germana Francisca,1,1926
Celia Clara,1,1926
Rosa Fidelia Del Carmen,1,1926
Helvecia Maria,1,1926
Severino,1,1926
Erica Aurelia,1,1926
Hugo Abelardo,1,1926
Juana Esmerita,1,1926
Jose de La Cruz,1,1926
Aristea,1,1926
Alicia Lidia,1,1926
Raquel Amalia,1,1926
Panchita,1,1926
Cepriana,1,1926
Teresa Candelaria,1,1926
Julia Epifania,1,1926
Euclides Orlando,1,1926
Sara Marta,1,1926
Guillerminda del Valle,1,1926
Nelida Ignacia,1,1926
Lucia Mercedes,1,1926
Amalia Leonor,1,1926
Aquilina Teresa,1,1926
Asencion Agustina,1,1926
Inmelda Jesús,1,1926
Visitacion Isaura,1,1926
Cira,1,1926
 Delta Rosa,1,1926
Ernesto Antonio Juan,1,1926
Martha Teresa,1,1926
Nicolas Guillermo,1,1926
Paulina Rosa,1,1926
Lola Aydee,1,1926
Osvaldo Paulino,1,1926
Maximina Marina,1,1926
Estrella Adriana,1,1926
Natalia Edilia Jamilia,1,1926
Carmen Reineria,1,1926
Eduardo Benigno,1,1926
Zulema Nelly,1,1926
Wertel Segundo,1,1926
Abelardo Rogelio,1,1926
Sara Lidia Carmen,1,1926
Gladys Leonor,1,1926
Leticia Sofia,1,1926
Tomasa Concepcion,1,1926
Celestina Hermenegilda,1,1926
Iris Myrian Victoria,1,1926
Carlota Olga,1,1926
Ramona Eleodora,1,1926
Isidora Salome,1,1926
Octavia Carmela,1,1926
Felipe Nemesio,1,1926
Francisca Celestina,1,1926
Edilma Jacinta,1,1926
Jorge Rene,1,1926
Adel Francisco,1,1926
Lelia Nilda,1,1926
Manuela Cesárea,1,1926
Ubaldina Rosa,1,1926
Norma Lilian,1,1926
Elda Yolanda,1,1926
Chi Tang,1,1926
Ramona Bella,1,1926
Santa Griselda,1,1926
Arside Luis,1,1926
Carlos Omar,1,1926
Nemesia,1,1926
Raul Primitivo,1,1926
Margarita Minnie,1,1926
Lucas Fabian,1,1926
Bernardo Javier,1,1926
Yolanda Anastacia,1,1926
Maria Nicolasa Nelli,1,1926
Violeta Maria,1,1926
Elvira Elsa,1,1926
Elena Delfina,1,1926
Irma Lucia,1,1926
 Osvaldo,1,1926
Elsa Angelica Maria,1,1926
Raquel Argentina,1,1926
Raul Ernesto,1,1926
Edison Jorge,1,1926
Rosa Santina,1,1926
Gelsumina Antonia,1,1926
Alejandrina Elida,1,1926
Nelia Alba,1,1926
Domingo Roberto,1,1926
Osvaldo Armando,1,1926
Susana Gloria,1,1926
Cornelio Juan,1,1926
Doralisa,1,1926
Emma Aida,1,1926
Apolonia Celestina,1,1926
Ofelia Dolores,1,1926
Constancia Eufrosina,1,1926
Orfilia Arminda,1,1926
Martirio Trinidad,1,1926
Nilda Edith,1,1926
Gloria Margarita María,1,1926
Mercedes Hilda,1,1926
Gladys Marta,1,1926
Ramon Ceferino,1,1926
Beatriz Virginia,1,1926
Aniceto Antonio,1,1926
Erundina Paulina,1,1926
Dora Bernarda,1,1926
Clemencia Elvira,1,1926
Enio Jorge,1,1926
Nidia Juana,1,1926
Eliser Haydee,1,1926
Nelida Angela Josefa,1,1926
Haydeé Irene,1,1926
Juan Facundo,1,1926
Sandor,1,1926
Antonio Geronimo,1,1926
Simon Leon,1,1926
Judith Maria Teresa,1,1926
Ramon Protencio,1,1926
Eduardo Delfin,1,1926
Estevan,1,1926
Zalma Juana,1,1926
Maria Consepción,1,1926
Hilda Aurora,1,1926
Zulema Benedicta,1,1926
Ramona Arminda,1,1926
Gladis Genoveva,1,1926
Clara Eladia,1,1926
Gregoria Calesana,1,1926
Elvira Julia,1,1926
Rolando Oscar,1,1926
Marina Noemi,1,1926
Elisa Rita,1,1926
Ramon Telmo,1,1926
Nilda Renée,1,1926
Veneria Juana,1,1926
Linder Elena Margarita,1,1926
Filomena Elsa,1,1926
Rosario Delina,1,1926
Clemente Angel,1,1926
Beti Sara,1,1926
Victor Julio,1,1926
Ruben Osvaldo,1,1926
Elda Celia,1,1926
Dolores Olivera,1,1926
Regina Julia,1,1926
Delma Mercedes,1,1926
Rodolfo Benigno,1,1926
Juan Umberto,1,1926
Carmen Zelmira,1,1926
Martha Graciela,1,1926
Emilia Amelia,1,1926
Santa Barbarita,1,1926
Federico Didimo,1,1926
Concepcion Maria Carmen,1,1926
Saul Omar,1,1926
Ricardo Manuel,1,1926
Delma Noemi,1,1926
Guerino,1,1926
Roque Bienvenido,1,1926
Agustina Pia,1,1926
Hector Reginaldo,1,1926
Celestina Elvira,1,1926
Halta,1,1926
Celia Maria Del Carmen,1,1926
Ana Justa,1,1926
Lidia Marta,1,1926
Nestor Aldo,1,1926
Lino Jose,1,1926
Sebera,1,1926
 Elma Noemi,1,1926
Adela Ysabel,1,1926
Antonieta Ruth,1,1926
Lydia Cecilia,1,1926
Ramon Clotilde,1,1926
Aida Leoni,1,1926
Mercedes Elvecia,1,1926
Horacio Honorio,1,1926
Alicia Jesus,1,1926
Dolores Carolina,1,1926
Celia Ethel,1,1926
Dorila Gervasia,1,1926
Elsa Tania Valentina,1,1926
Isidro Hector,1,1926
Jose Teofilo,1,1926
Federico Hector,1,1926
Nora Orfelia,1,1926
Benito Jose,1,1926
Antonio Florencio,1,1926
Ramona Celia,1,1926
Alba Beatriz,1,1926
Nolazco Elio Miguel,1,1926
Claudina Leonor,1,1926
Julia Felisa,1,1926
Paulina Nicolasa,1,1926
Leonardo Alfredo,1,1926
Victorio Antonio,1,1926
Emma Alfonsina,1,1926
Graciela Viviana,1,1926
Otilio,1,1926
Simeon Fortunato,1,1926
Enrique Martin,1,1926
Froilan Sergio,1,1926
Delfina Susana,1,1926
Alicia Zoè,1,1926
Dora Ercilia,1,1926
Celia Haidee,1,1926
Susana Benedicta,1,1926
Aurora Juana Emilia,1,1926
Pia Olga,1,1926
Stella Margarita,1,1926
 Josefa Isabel,1,1926
Carlos Eugenio,1,1926
Shirley Barbara,1,1926
Matilde Celia,1,1926
Noemi Maria Teresa,1,1926
Alegre Gustavo,1,1926
Zenen de las Mercedes,1,1926
Aldo Florencio,1,1926
Blanca Leticia,1,1926
Luz Asuncion,1,1926
Carlos Alverto,1,1926
 Matilde Carmen,1,1926
Nelly Asunta,1,1926
Esther Nelli,1,1926
Hortensia Esther,1,1926
Isaias,1,1926
Nelly Olinda,1,1926
Enzo Arnaldo,1,1926
Juan Antonio Luis,1,1926
Segundo Teodoro,1,1926
Etelvina Carmen,1,1926
Susana Estela,1,1926
Sara Rosa Heve,1,1926
Selva Mercedes,1,1926
Elsa Rubi,1,1926
Maria Acencion,1,1926
Ernesto Domingo,1,1926
Vanda Maria,1,1926
Angel Manuel Ramon,1,1926
Francisca Lidia,1,1926
Eva Vicenta,1,1926
Lucio Oscar,1,1926
Ninfa Matilde,1,1926
Oscar Cayetano,1,1926
Liberata Olivia,1,1926
Eleodoro Oscar,1,1926
 Holegario,1,1926
Leoniza Isabel,1,1926
Susana Cristina,1,1926
Justiniana Deidamia,1,1926
Nelida Generosa,1,1926
Rose,1,1926
Gjuro,1,1926
Celino Juan,1,1926
 Félix,1,1926
Marta Rufina De Jesùs,1,1926
Nelia Ilda,1,1926
Nicasia Avelina,1,1926
Manuela Adela,1,1926
Rosalia Arminda,1,1926
Edi,1,1926
Samuel Leon,1,1926
Empolita,1,1926
Guillermo Maria,1,1926
Justo Victoriano,1,1926
Felipa Videla,1,1926
Maria Ofalda,1,1926
Genaro Ricardo,1,1926
Cancio,1,1926
Lorenzo Nicolas,1,1926
Humberto Guido,1,1926
Aurora Liba,1,1926
Vililma Eduvijen,1,1926
Ada Dora,1,1926
Orla Damaso,1,1926
Nelly Matilde,1,1926
Rene Aldo,1,1926
Lidia Celia,1,1926
Andres Francisco Luis,1,1926
Lavinia Nelly,1,1926
Sevin,1,1926
Beatriz del Rosario,1,1926
Elida America,1,1926
Ilda Iris,1,1926
Norma Elena,1,1926
Rollina,1,1926
Kiyo,1,1926
Barbara Margarita,1,1926
Angela Eulalia,1,1926
Ismael Omar,1,1926
Ana Dorila,1,1926
Celso Celestino,1,1926
Elida Nivia,1,1926
Luisa Olga,1,1926
Perpetua Etelvina,1,1926
Seferina Ramona,1,1926
Roque Oscar,1,1926
Maria Del Pilar Natividad,1,1926
Isolina Clementina,1,1926
Estefania Adela,1,1926
Antonia Azucena,1,1926
Vicente Marciano,1,1926
Ernesto Medardo,1,1926
Antonia Gabina,1,1926
Agustina Silvestra,1,1926
Raquel Edit,1,1926
Lia Celia,1,1926
Rosa Merilda,1,1926
Robira Reyna,1,1926
Haydee Dominga,1,1926
Mercedes Marta,1,1926
Isidro Septimio,1,1926
Shigeko,1,1926
Roque Hector,1,1926
Francisco Horacio,1,1926
Juan Bernardo Alfredo,1,1926
Genoveva Norma,1,1926
Reinaldo José,1,1926
Angel Crispin,1,1926
Guillerma Luisa Raquel,1,1926
Luisa Ludovina,1,1926
Antonia Negilda,1,1926
Aurora Yolanda,1,1926
Oristia Laura,1,1926
Anacleta Ramona,1,1926
Pablo Julian,1,1926
Eva Lidia,1,1926
Yoshie,1,1926
Zelmira Ester,1,1926
Maria Amelia del Valle,1,1926
Maria Dorida Ines,1,1926
Barbarita,1,1926
Justa Gernia,1,1926
Alcira Celia,1,1926
Ectar Lucia,1,1926
Nerina Josefa,1,1926
Rosa Malvina,1,1926
Petrona Dolores,1,1926
Sabina Eva,1,1926
Octavio Hermindo,1,1926
Ivanira,1,1926
Carlos Atilio,1,1926
Peter,1,1926
Iva Olga,1,1926
Emma Julia,1,1926
Gregorio Nacionceno,1,1926
Florentina Estela,1,1926
Elena Ladis,1,1926
Cristina Elena,1,1926
Adelfa Gladys,1,1926
Haydee Pascuala,1,1926
Isidoro José,1,1926
Marta Aurora,1,1926
Marta Mercedes,1,1926
Beatriz Aurelia,1,1926
Maria Dejesus,1,1926
Enrique Wenceslao,1,1926
Alicia Josefa,1,1926
Petrona Argelina,1,1926
Remigia Agustina,1,1926
Argentina Irene,1,1926
Eugenia Aida,1,1926
Cloromilda Nilfa Fanny,1,1926
Paulina Ernestina,1,1926
Elva Francisca,1,1926
Vicente Edelmiro Bartolome,1,1926
Monica Santiaga,1,1926
Rosario Ines,1,1926
Hugo Eloy,1,1926
Manuela Flora,1,1926
Hector Adelqui,1,1926
Edna Nila,1,1926
Hinda,1,1926
Maria Elisa Enriqueta,1,1926
Maria Bartola,1,1926
Alberto Nelson,1,1926
Leticia Hilda,1,1926
Segundo Hipolito,1,1926
Claudia Ana Carmen,1,1926
Eleazar Hallan,1,1926
Elida Felipa,1,1926
Angela Carlina,1,1926
Deodolinda,1,1926
Esperanza De Jesus,1,1926
Celina Asuncion,1,1926
Isabel Elsa,1,1926
Aide Rosa,1,1926
Mirelia Edith,1,1926
Yolanda Olga Lelia,1,1926
Zoila Angela,1,1926
Alberto Argentino,1,1926
Obdulio Reinaldo,1,1926
Nelson Serafin Francisco,1,1926
Giacomina,1,1926
Ignacio Hector,1,1926
Domingo Dejee,1,1926
Enrique Rene,1,1926
Salvador Francisco,1,1926
Eufemia Enriqueta,1,1926
Josefina Catalina,1,1926
Ana Secundina,1,1926
Angela Wenceslada,1,1926
Alberto Teofilo,1,1926
Elvira Dora,1,1926
Horacio Nestor,1,1926
Adelaida Rosa,1,1926
Alicia Hilda,1,1926
Roca Emilia,1,1926
Ofelia Corina,1,1926
Micaela De Lourdes,1,1926
Alicia Graziella Gloria,1,1926
Tomas Celedonio,1,1926
Aristobulo Alejo,1,1926
Orfea,1,1926
Heldrado Elias,1,1926
Hugo Heriberto,1,1926
Alfredo Federico,1,1926
Osvaldo Lorenzo,1,1926
Damacia Orfelina,1,1926
Arturo Agustin,1,1926
Marta Gilda,1,1926
Esperanza Beatriz,1,1926
Elida Hermenegilda,1,1926
Lidia Mavel,1,1926
Leonor Adelaida,1,1926
Rosenda Yolanda,1,1926
Fernando Benito,1,1926
Juana Zoraida,1,1926
Susana Beatriz Maria,1,1926
Rosalba Esther Prudencia,1,1926
Tagibio,1,1926
Marino Nicolás,1,1926
Erlinda Casilda,1,1926
Rosa Tomasa,1,1926
Norma Leonor Virginia,1,1926
Elina Hortencia,1,1926
Beatriz Mercedes,1,1926
Cleofa Olga,1,1926
Pantaleon Humberto,1,1926
Maria Emilia Del Carmen,1,1926
Jorge Guillermo,1,1926
Elba  Lilia,1,1926
Niebe,1,1926
Margarita E,1,1926
Modesto Bautista,1,1926
Emilce Nelida,1,1926
Natalio Salvador,1,1926
Maria Victoria Aida,1,1926
Berna Elisabet,1,1926
Elsa Natividad,1,1926
Herenia Julia,1,1926
Juana Rafaela,1,1926
Jesus Agustin,1,1926
Colomba Adritila,1,1926
Maria Del Carmen Beatriz,1,1926
Victorina Herminda,1,1926
Rosalbino,1,1926
Augusto Reinerio,1,1926
Maria Gladys,1,1926
Cecilia Ines,1,1926
Victoria Aliada,1,1926
Esther Pilar,1,1926
Humberto Carmelo,1,1926
Santos Benito,1,1926
Ana Maria Carmela,1,1926
Adelina Cecilia,1,1926
Ricardo Inocencio,1,1926
Eugenio Hermenegildo,1,1926
Rene Pascual,1,1926
Cilda Antonia,1,1926
Pedro Faustino,1,1926
Elsa Cristina,1,1926
Leticia Melitona,1,1926
Gumercinda,1,1926
Ceres Mila,1,1926
Ana Esbelta,1,1926
SYRA NELLY,1,1926
Alipio,1,1926
Laura Soledad,1,1926
Susana Teresa María de los Milagros,1,1926
Geronimo Delmidio,1,1926
Adela Gorgelina,1,1926
Simona Teresa,1,1926
Gregorio Eulojio,1,1926
Trancita,1,1926
Lucila Estela,1,1926
Paula Rita,1,1926
Felix Lorenzo,1,1926
Guillermo Rene,1,1926
Eduardo Heraldo,1,1926
Mavis June,1,1926
Otilio Osvaldo,1,1926
Rogelio Federico,1,1926
Joaquin Cirilo,1,1926
Luis Toribio,1,1926
Felicita,1,1926
Ciriaco Luis,1,1926
Esther Benita,1,1926
Raul Bernardo,1,1926
Julia Irma,1,1926
Feliciana Dolores,1,1926
Leopoldo Rogelio,1,1926
Rooalda Tosca Elisabeth,1,1926
Carolina Beatriz,1,1926
Utelia,1,1926
Nora Adriana,1,1926
Venera Nelida,1,1926
Eudolia,1,1926
Victor Roberto,1,1926
Elsa Ester,1,1926
Matilde Silveria,1,1926
Etelda,1,1926
Maria Asusena,1,1926
Rodolfo Pablo,1,1926
Armando Enrique,1,1926
Victorino Fidel,1,1926
Onorina,1,1926
Donato Salvador,1,1926
Bruno Carlos,1,1926
Mafalda Maria Catalina,1,1926
Delso Tomas,1,1926
Nicolasa Asunciona,1,1926
Perla Maria Teresa,1,1926
Maria Teresa Candelaria,1,1926
Angelica Magdalena,1,1926
Florencia Angelica,1,1926
Rolando Doli,1,1926
Antonia Avelina,1,1926
Nerea Emilce,1,1926
Jose Enrique Zoilo,1,1926
Angel Patricio,1,1926
Edelmira Francisca,1,1926
Alicia Angela Andrea,1,1926
Perla Oclive,1,1926
Mercedes Bartolina,1,1926
Toribio Domingo,1,1926
Felix Emilio,1,1926
Angela Rosalia,1,1926
Horacio Trànsito,1,1926
Roberto Romualdo,1,1926
Carlota Isabel,1,1926
Raul Herminio,1,1926
Santiago Bautista,1,1926
Emilse Iride,1,1926
Roberta Juana,1,1926
Elvira Enriqueta,1,1926
Leonor Teresa,1,1926
Nelly  Argentina,1,1926
Rogelia Martha,1,1926
Dina Delia,1,1926
Sofia Gregoria,1,1926
Asuncion De Maria,1,1926
Maria Herna,1,1926
 Cristina,1,1926
Alfredo Pascual,1,1926
Susana Teresa,1,1926
Ramon Vital,1,1926
Lelia Aide,1,1926
Angélica Ivonne,1,1926
Aida Fidelina,1,1926
Santos Manuel,1,1926
Vagner Ricardo,1,1926
Ricardo Geronimo,1,1926
Eleuterio Gumercindo,1,1926
Oscar Radames,1,1926
Otilia Susana,1,1926
Cataldo Andres,1,1926
Jose Amilde,1,1926
Rina Ermelinda,1,1926
Haydee Yola,1,1926
Benito Francisco,1,1926
Miguel Angel Mamerto,1,1926
Eusebia del Rosario,1,1926
Encarnacion Beatriz,1,1926
Holga Esther,1,1926
Cesar Ubaldo,1,1926
Schevvald Erminda,1,1926
Bertilio,1,1926
Telesforo Martin,1,1926
Georgia,1,1926
Ida Eda,1,1926
Samuel Hector,1,1926
Dolores Florencia,1,1926
Luiza,1,1926
Ambrosio Alejandro,1,1926
Hugo Leopoldo,1,1926
Eulogio Américo,1,1926
Elizabeth Esther,1,1926
Pedro Natividad,1,1926
Raúl Nelson,1,1926
Enrique Fermin,1,1926
Gertrudis Elisa Catalina,1,1926
Noemi Gilberta,1,1926
Irma Esthela,1,1926
Eulogia Amada,1,1926
Ofelia Azusena,1,1926
Amelia Fermina,1,1926
Juana Ada,1,1926
Elisa Raquel,1,1926
Angela Josefa Lola,1,1926
Pedro Gregorio,1,1926
Bonifacia Orlinda,1,1926
Delia Sofía,1,1926
Segundo Nicolas,1,1926
Irma Amada,1,1926
Profidia,1,1926
Fernando Alberto Roberto,1,1926
Victorio Pacifico,1,1926
Juan Luis Maria,1,1926
Margarita Florencia,1,1926
Jose Segundo,1,1926
Eugenio Ricardo,1,1926
Ramon Elias,1,1926
Pilar Raquel,1,1926
Ines Josefina,1,1926
Ofelia Rosa,1,1926
Delia Ignacia,1,1926
Demetria Ermelinda,1,1926
Cora Lia,1,1926
Mirko,1,1926
Delinarda,1,1926
Aligi,1,1926
Aldo Luis,1,1926
Juana Rita,1,1926
Elisa Esmeralda,1,1926
Isidro Nicolas,1,1926
Maria Ysidra,1,1926
Eloisa Agustina,1,1926
Cirila Evangelina,1,1926
Hector Victorino,1,1926
Godofredo Hector,1,1926
Alcides Leonildo,1,1926
Jorge Guillermo Cesar,1,1926
Paula Antonia,1,1926
Raul Anselmo,1,1926
Celinda Josefina,1,1926
Alicia Martina,1,1926
Provindencia Maria,1,1926
Maria Orlisa,1,1926
Ortensia,1,1926
Felipa Elena,1,1926
Haide Santina,1,1926
Filomena Carmen,1,1926
Crocifisso,1,1926
Florentino Felix,1,1926
Juan Estevan,1,1926
Juan Otto,1,1926
Orfelia Lucia,1,1926
Paulino Luis,1,1926
Yolanda Laura,1,1926
Cencia Carmen,1,1926
Natalio Gervasio,1,1926
Vicente Eustaquio,1,1926
Aldo Bautista,1,1926
Dolorette Aimee Emilienne,1,1926
Juan Geronimo,1,1926
Betty Lydia,1,1926
Luis Edvar José,1,1926
Alberto Adriano,1,1926
Felipa Anastacia,1,1926
Marcos Fortunato,1,1926
Carmen Celestina,1,1926
Matilde Raquel,1,1926
Nelly Emilia,1,1926
Raquel Petrona,1,1926
Sonia Enriqueta Luisa Elena,1,1926
Luisa Margarita Beatriz María,1,1926
Raquela Felisa,1,1926
Sixta Magdalena,1,1926
Asunta Filomena,1,1926
Mery,1,1926
Vidal,1,1926
Miguel Roberto,1,1926
Feliz Pragmacio,1,1926
Delia Emma Rosa,1,1926
Wilfredo Roberto,1,1926
Elina Antonia,1,1926
Cantalicia Amanda,1,1926
Elmehr Samuel,1,1926
Raul Norman,1,1926
Raymundo Roberto,1,1926
Ulpiano,1,1926
Carlos Miguel Jose,1,1926
Mariana Emilce,1,1926
Ramon Alfredo,1,1926
Nydia Elva,1,1926
Adriana Lidia,1,1926
Ramon Yolando,1,1926
Feliberto Enrique,1,1926
Lela,1,1926
Teresa Celina,1,1926
Lola Concepción,1,1926
Julia Maria Crisanda,1,1926
Franz Antonio,1,1926
Carmen Emeteria,1,1926
Myrta Isella,1,1926
Helvesia Amavile,1,1926
Domenica,1,1926
Elva Amalia,1,1926
Héctor Ilario,1,1926
Isaac Ruben,1,1926
Javier Francisco ,1,1926
Elsa Selda,1,1926
Juan Melchor,1,1926
Elisa Leonor,1,1926
Laura Andrea,1,1926
Ana Modesta,1,1926
Nelly Ida,1,1926
Gaudencio Anselmo,1,1926
Siro Eustasio,1,1926
Elso,1,1926
Milan Emilio,1,1926
Casimiro Lucio,1,1926
Alice,1,1926
Atilio Rene,1,1926
Ascension Maria,1,1926
Santos Dominga,1,1926
Segundo Cristofono,1,1926
Andina Dolores,1,1926
Atilio Luis,1,1926
Leonor America Clara,1,1926
Adela Isabel,1,1926
Angelica Antonia Stella,1,1926
Helena Elsa,1,1926
Raimunda Lucía,1,1926
Aurora Salvadora,1,1926
Susana Maria Angelica,1,1926
Oscar Noel,1,1926
Nicolas Abel,1,1926
Severina Osvalda,1,1926
Leticia Leonor,1,1926
Abelarda,1,1926
Zelmira Ofelia,1,1926
Dionisio Ramon Antonio,1,1926
Carlos Alberto Hector,1,1926
Felix Roberto,1,1926
Giovanni,1,1926
Lydia Gorgonia,1,1926
Asnaldo Armando,1,1926
Carmen Florentina,1,1926
Ambrocio Nicolás,1,1926
Colin Andrew,1,1926
Elena M,1,1926
Tecla,1,1926
Guida Maria,1,1926
Irma del Valle,1,1926
Zunilda Magdalena,1,1926
Nahir,1,1926
Ramon Edmundo,1,1926
Alfredo Clemente,1,1926
Florencia Virginia,1,1926
Nydia Eside,1,1926
Bernardino Adolfo,1,1926
Armando Jose,1,1926
Oscar Faustino,1,1926
Briccia Veronica,1,1926
Elena Sofia Virginia,1,1926
Matilde Julia,1,1926
Bautista Ubaldo,1,1926
Amin,1,1926
Herasmo Reyes,1,1926
Angel Baltazar,1,1926
Honoria Teresa,1,1926
Alejandra Fidelina,1,1926
Ines Florentina,1,1926
Raquel Lia,1,1926
Catalina Paula,1,1926
Maria Helda Lila,1,1926
Angélica Zulema,1,1926
Brigida Ofelia,1,1926
Herundina Mercedes Maria,1,1926
Hugo Rodolfo,1,1926
Manuel Alejandro,1,1926
Maximo Jorge,1,1926
Eda Mercedes,1,1926
Elena Rosario,1,1926
Oscar Ignacio,1,1926
Elizabeth,1,1926
Yolanda Gregoria,1,1926
Menas Lucia,1,1926
Gilberto Hugo,1,1926
Pedro Neri,1,1926
Etelvina Olga,1,1926
Isabel Segunda,1,1926
Sarah Esther,1,1926
Manuel Liberato,1,1926
Norah Natividad,1,1926
Elvira Martina,1,1926
Nahir Alicia,1,1926
Alix Matilde,1,1926
Elena Santina Crispina,1,1926
Casilda Dolores,1,1926
Elvia Emilia,1,1926
Celia Gavina,1,1926
Belia Alba,1,1926
Evangelista Celia,1,1926
Zaira Rufina,1,1926
Maria Matutina,1,1926
Jorge Alberto Angel,1,1926
Francisco Arcadio,1,1926
Gualterio Eliseo,1,1926
Aida Cornelia,1,1926
Hugo Enrique,1,1926
Edith Bernardita,1,1926
Saturnino Del Carmen,1,1926
Reyes Benito,1,1926
Roberto Benjamin,1,1926
Ida Georgina,1,1926
Angel Jesús,1,1926
Elda Julia,1,1926
Eustaquio Mercedes,1,1926
Luis Gil,1,1926
Francisco Lujan,1,1926
Silveria Guillermina,1,1926
Rosa Amada,1,1926
Abrelia,1,1926
Beatriz Ana,1,1926
Nelsa Catalina,1,1926
Edilma Antonia,1,1926
Marianina Virginia,1,1926
Gino Alfredo,1,1926
Irma Francisca,1,1926
Amado Alejandrino,1,1926
Wadiha,1,1926
Antonio Horacio,1,1926
Amelia Magdalena,1,1926
Maria Hester Paz,1,1926
Victoriano Felix,1,1926
Inocencia Rosa,1,1926
Francisco Clemente,1,1926
Americo Decú,1,1926
Linda Iole Rosa,1,1926
Primo Carlos,1,1926
Hortensia Mari,1,1926
Nilda Maria Victoria,1,1926
Juana Italina,1,1926
Raymundo Salvador,1,1926
Blanca Adelaida,1,1926
Fulgencio,1,1926
Lidia Georgina,1,1926
Pablo Ricardo,1,1926
Delia Saturnina,1,1926
Francisca Raquel,1,1926
Librada Valentina,1,1926
Nelida Higinia,1,1926
Teresa Italia,1,1926
Concepcion Haydee,1,1926
Dora Rafaela,1,1926
Clemente de Jesus,1,1926
Celmira Romilda,1,1926
Aida Sandrina,1,1926
Castor Ruben,1,1926
Jose Alcides,1,1926
Gloria Emma,1,1926
Jose de la Nieve,1,1926
Pedro Manuel,1,1926
Washington Leandro,1,1926
Jose Ramom,1,1926
Ilda Ema,1,1926
Dometilda,1,1926
Iris Juana,1,1926
Atilio Andres,1,1926
Dominga Isolina,1,1926
Doris Evelina Beatriz,1,1926
Nelida Nohemi,1,1926
Arnolda,1,1926
Irene Paula,1,1926
Sore,1,1926
Emeteria Celedonia,1,1926
Segunda Adela,1,1926
Carlos Eduardo Marcelo,1,1926
Magdalena Cristina,1,1926
Jorge Heriberto,1,1926
Leonides Emilia,1,1926
Telma Josefa,1,1926
Segundo Isaac,1,1926
Diva,1,1926
Tiburcia,1,1926
Tomasa Antonia,1,1926
Elisa Antonia,1,1926
Genaro Manuel,1,1926
Elsa Nora Lucia,1,1926
Ermenegilda,1,1926
Domitilda Clotilde Eleuteria,1,1926
Anelida Teresa,1,1926
Leonor Elisa,1,1926
Ivis Lucia,1,1926
Perla del Valle,1,1926
Isis,1,1926
Amelia Emilia,1,1926
Vida Josefa,1,1926
Luisa Elisabeth,1,1926
Elisa Argentina,1,1926
Ana Encarnacion,1,1926
Fidela del Carmen,1,1926
Atilio Benjamin,1,1926
Emilia Eugenia,1,1926
Cristina Teresa,1,1926
Berta Ana,1,1926
Orlando Adriano,1,1926
Edelma Alicia,1,1926
Pio,1,1926
Euclides Armando,1,1926
Ofelia Carolina,1,1926
Margarita del Señor,1,1926
Hilda Eulalia,1,1926
Agapito Humberto,1,1926
Ubaldo Raúl,1,1926
Martina Ines,1,1926
Esther Regina,1,1926
Blanca Elisa,1,1926
Noris Martha,1,1926
Elaine Ana,1,1926
Isolina Rosario,1,1926
Italia Nilda,1,1926
Zulema Angelica,1,1926
Inocencio Diogenes,1,1926
Ovidio Osvaldo,1,1926
Jesus Presentacion,1,1926
Martin Pedro,1,1926
Beatriz Lila,1,1926
Bruno Juan,1,1926
Elisita Anita,1,1926
Isabel Anastacia,1,1926
Otilia Julia,1,1926
Josefina Blanca Rosa,1,1926
Celestino del Carmen,1,1926
SINFORIANO RAMON,1,1926
Carmen De Los Socorros,1,1926
Maria Felicinda,1,1926
Ebe Neri,1,1926
Rodolfo Jose Juan,1,1926
Telma Lucia,1,1926
Vito Modesto,1,1926
Blanca Aida,1,1926
Delia Arminda,1,1926
Isolina Rosa,1,1926
Josefina de las Mercedes,1,1926
Cleri Giudita,1,1926
Martina Hilda,1,1926
Nelli Fani,1,1926
Juan Anibal,1,1926
Ernesto Bautista,1,1926
Maria Josefina del Carmen,1,1926
Gaspar Vicente,1,1926
Aide Angela,1,1926
Salvador JesÚs,1,1926
Angela Saturnina,1,1926
Emilio Valerio,1,1926
Emma Ursula,1,1926
Emilia Clotilde,1,1926
Lydia Dora,1,1926
Barbarita Olga,1,1926
LAURA RUTH,1,1926
Ajzik Perec,1,1926
Rogelia Toribia,1,1926
Jesus Francisco,1,1926
